Price,Type_of_Sale,Locality,Type_of_Property,Subtype_of_Property,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,State_of_the_Building
,,Ronse,HOUSE_GROUP,HOUSE_GROUP,,,False,,,,,,,,,,,
,,Berchem-Sainte-Agathe,APARTMENT_GROUP,APARTMENT_GROUP,,,False,,,,,,,,,,,
255000.0,,Heule,HOUSE,HOUSE,4.0,272.0,False,,,1.0,17.0,1.0,101.0,101.0,260.0,2.0,,GOOD
99000.0,,Écaussinnes,HOUSE,HOUSE,2.0,80.0,False,,,,,,,,877.0,4.0,0.0,TO_RENOVATE
2800000.0,,Antwerpen,HOUSE,HOUSE,7.0,851.0,False,,,1.0,,1.0,98.0,98.0,513.0,2.0,,AS_NEW
599000.0,,Gent,HOUSE,HOUSE,4.0,177.0,True,0.0,,1.0,13.0,,,,120.0,2.0,0.0,AS_NEW
325000.0,,Antwerp 5,APARTMENT,APARTMENT,2.0,86.0,False,0.0,,1.0,10.0,,,,,2.0,0.0,GOOD
1295000.0,,Knokke,APARTMENT,DUPLEX,3.0,132.0,False,,,,,,,,,,,AS_NEW
197000.0,,Verviers Ensival,HOUSE,HOUSE,5.0,260.0,False,0.0,,1.0,38.0,1.0,1379.0,1379.0,1579.0,2.0,0.0,GOOD
250000.0,,Tertre,HOUSE,HOUSE,4.0,242.0,False,0.0,,,,,,,745.0,,,GOOD
219000.0,,Antwerpen,APARTMENT,APARTMENT,2.0,111.0,False,,,,,,,,,2.0,,GOOD
129000.0,,Merelbeke,APARTMENT,SERVICE_FLAT,1.0,40.0,False,0.0,,,,,,,,,,
425000.0,,Idegem,HOUSE,HOUSE,0.0,237.0,False,,,1.0,,,,,1432.0,,1.0,GOOD
845000.0,,Knokke-Zoute,APARTMENT,APARTMENT,2.0,62.0,False,0.0,,,,,,,,,,
259000.0,,Maldegem,HOUSE,HOUSE,4.0,143.0,False,,,1.0,,,,,870.0,4.0,,GOOD
1185000.0,,ARC-AINIÈRES,HOUSE,COUNTRY_COTTAGE,5.0,2500.0,False,,,1.0,,,,,21762.0,4.0,,TO_RENOVATE
280000.0,,Schaerbeek,APARTMENT,APARTMENT,2.0,99.0,True,0.0,,,,,,,,2.0,0.0,AS_NEW
169000.0,,Lessines,APARTMENT,APARTMENT,1.0,74.0,False,0.0,,,,,,,,2.0,0.0,JUST_RENOVATED
479000.0,,Overijse,HOUSE,HOUSE,2.0,138.0,False,0.0,,,,,,,582.0,3.0,0.0,
315000.0,,LEUVEN,APARTMENT,APARTMENT,2.0,84.0,False,,,1.0,6.0,,,,,,,GOOD
20000.0,,Ganshoren,APARTMENT,APARTMENT,3.0,121.0,False,1.0,,1.0,,,,,,2.0,0.0,GOOD
